hazard_type,return_period,scenario,horizon,water_level_m,scaling_factor,scaling_method,source_note,coastal_delta_m,coastal_delta_conversion,coastal_source_url
coastal,2,SSP2-4.5,2050,2.1117,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,5,SSP2-4.5,2050,2.2357,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,10,SSP2-4.5,2050,2.3447,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,25,SSP2-4.5,2050,2.5217,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,50,SSP2-4.5,2050,2.6897,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,100,SSP2-4.5,2050,2.8957,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,200,SSP2-4.5,2050,3.1487,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,500,SSP2-4.5,2050,3.5747,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,1000,SSP2-4.5,2050,3.9837000000000002,,coastal_delta_additive(delta_m=0.1530),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,2,SSP2-4.5,2050,1.1890011308296504,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,5,SSP2-4.5,2050,2.0934834660539225,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.153,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
