hazard_type,return_period,scenario,horizon,water_level_m,scaling_factor,scaling_method,source_note,coastal_delta_m,coastal_delta_conversion,coastal_source_url
coastal,2,SSP2-4.5,2100,4.0916,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,5,SSP2-4.5,2100,4.2076,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,10,SSP2-4.5,2100,4.2676,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,25,SSP2-4.5,2100,4.3266,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,50,SSP2-4.5,2100,4.3616,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,100,SSP2-4.5,2100,4.3906,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,200,SSP2-4.5,2100,4.4146,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,500,SSP2-4.5,2100,4.4396,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,1000,SSP2-4.5,2100,4.4546,,coastal_delta_additive(delta_m=0.4100),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,2,SSP2-4.5,2100,0.7162828201063554,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,5,SSP2-4.5,2100,1.300101635281719,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,10,SSP2-4.5,2100,1.7516735996325348,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,25,SSP2-4.5,2100,2.409433388052165,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,50,SSP2-4.5,2100,2.969473828571884,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,100,SSP2-4.5,2100,3.5949862321845427,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,200,SSP2-4.5,2100,4.295742533680135,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,500,SSP2-4.5,2100,5.355671727234514,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,1000,SSP2-4.5,2100,6.273147826961466,1.0857705322212452,"GEV-CC(delta_T=2.1C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=2.1C; cc_rate=0.07/C.,0.41,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
