hazard_type,return_period,scenario,horizon,water_level_m,scaling_factor,scaling_method,source_note,coastal_delta_m,coastal_delta_conversion,coastal_source_url
coastal,2,SSP2-4.5,2050,1.5406,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,5,SSP2-4.5,2050,1.6706,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,10,SSP2-4.5,2050,1.7506,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,25,SSP2-4.5,2050,1.8606,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,50,SSP2-4.5,2050,1.9406,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,100,SSP2-4.5,2050,2.0206,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,200,SSP2-4.5,2050,2.1006,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,500,SSP2-4.5,2050,2.2106000000000003,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
coastal,1000,SSP2-4.5,2050,2.2906000000000004,,coastal_delta_additive(delta_m=0.1230),Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,2,SSP2-4.5,2050,2.4032048782539204,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,5,SSP2-4.5,2050,2.8602886974018,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,10,SSP2-4.5,2050,3.155430083472679,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,25,SSP2-4.5,2050,3.5243047445393887,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,50,SSP2-4.5,2050,3.7967429470663534,1.0414304377942103,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,100,SSP2-4.5,2050,4.06730657480529,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,200,SSP2-4.5,2050,4.337766059500446,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,500,SSP2-4.5,2050,4.697371989670788,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
fluvial,1000,SSP2-4.5,2050,4.971893053073341,1.0414304377942107,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=0.6)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,2,SSP2-4.5,2050,0.0473,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,5,SSP2-4.5,2050,0.075792,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,10,SSP2-4.5,2050,0.094656,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,25,SSP2-4.5,2050,0.11849,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,50,SSP2-4.5,2050,0.136172,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,100,SSP2-4.5,2050,0.153724,1.0700000000000005,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,200,SSP2-4.5,2050,0.171211,1.0700000000000005,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,500,SSP2-4.5,2050,0.194282,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
pluvial,1000,SSP2-4.5,2050,0.211718,1.07,"GEV-CC(delta_T=1.0C, cc_rate=0.07, hydraulic_exponent=1.0)",Coastal: IPCC AR6 Zarr delta added to baseline. Fluvial/pluvial: return-period-specific GEV-CC scaling; delta_T=1.0C; cc_rate=0.07/C.; PLUVIAL REGEN (#16 delta-city fix): additive anchor-interp of baseline ssp585_2020 -> clean ssp585_2100 at dt=1.0/dt_ref=4.0,0.123,source_units=mm,https://storage.googleapis.com/ar6-lsl-simulations-public-standard/tide-gauges/full_sample_workflows/wf_1e/ssp245/total-workflow.zarr
